hero,minor_patch,wins_total,games_total,wins_battlefield_of_eternity,games_battlefield_of_eternity,wins_blackhearts_bay,games_blackhearts_bay,wins_braxis_holdout,games_braxis_holdout,wins_cursed_hollow,games_cursed_hollow,wins_dragon_shire,games_dragon_shire,wins_garden_of_terror,games_garden_of_terror,wins_hanamura_temple,games_hanamura_temple,wins_haunted_mines,games_haunted_mines,wins_infernal_shrines,games_infernal_shrines,wins_sky_temple,games_sky_temple,wins_tomb_of_the_spider_queen,games_tomb_of_the_spider_queen,wins_towers_of_doom,games_towers_of_doom,wins_warhead_junction,games_warhead_junction,wins_volskaya_foundry,games_volskaya_foundry,wins_alterac_pass,games_alterac_pass
malfurion,2.55.3.89566,2895,5717,237,432,,,295,564,211,449,283,540,254,505,238,472,,,239,474,213,437,280,529,276,518,141,327,,,228,470
malfurion,2.55.3.89754,15880,31991,1306,2620,,,1857,3655,1245,2602,1466,2981,1345,2747,,,,,1347,2699,1278,2608,1702,3294,1393,2839,,,1588,3211,1353,2735
malfurion,2.55.3.90670,4927,10038,382,783,,,569,1112,386,804,488,956,395,817,,,,,470,903,408,878,501,1029,445,883,,,462,975,421,898
malfurion,2.55.3.91020,166,299,7,12,,,20,36,15,30,22,36,14,28,,,,,14,24,9,17,19,31,13,30,,,16,26,17,29
malfurion,2.55.3.91081,292,555,24,45,,,29,65,20,46,22,42,23,48,,,,,33,53,26,40,30,61,29,49,,,37,64,19,42
malfurion,2.55.3.91093,4765,9688,391,769,,,567,1089,381,810,470,915,398,839,,,,,460,902,381,767,487,998,397,841,,,446,920,387,838
malfurion,2.55.4.91368,483,1026,42,81,,,45,99,39,96,66,110,39,90,,,,,45,90,37,87,43,99,48,93,,,38,88,41,93
malfurion,2.55.4.91418,6925,14056,578,1160,,,795,1560,540,1143,640,1295,584,1219,,,,,603,1192,543,1142,705,1417,635,1292,,,700,1404,602,1232
malfurion,2.55.4.91769,9668,19445,818,1607,,,1191,2198,794,1612,854,1783,776,1658,,,,,837,1686,789,1589,934,1921,906,1812,,,980,1917,789,1662
malfurion,2.55.5.92264,6753,13498,578,1103,,,789,1589,519,1060,602,1204,533,1076,,,,,605,1165,588,1171,696,1382,619,1214,,,645,1360,579,1174
malfurion,2.55.6.92665,5367,10437,501,912,,,625,1147,421,797,509,981,465,877,,,,,419,875,414,844,519,1042,502,974,,,526,1064,466,924
malfurion,2.55.7.93009,643,1285,56,109,,,70,159,40,92,64,113,46,100,,,,,68,121,63,111,70,140,57,102,,,68,132,41,106
malfurion,2.55.7.93054,1999,4045,178,338,,,257,457,152,305,195,390,189,355,,,,,158,332,158,329,192,409,168,354,,,199,410,153,366
malfurion,2.55.7.93151,2009,4001,162,304,,,218,441,154,316,201,391,146,315,,,,,183,328,156,349,210,403,198,400,,,219,413,162,341
malfurion,2.55.8.93357,220,439,21,39,,,37,57,13,29,20,36,13,37,,,,,15,31,13,29,21,50,28,46,,,27,48,12,37
malfurion,2.55.8.93382,3747,7369,318,570,,,456,851,265,561,358,698,292,601,,,,,345,661,291,606,394,737,353,698,,,374,760,301,626
malfurion,2.55.9.93565,43,83,5,8,,,4,11,4,6,8,11,4,8,,,,,4,4,4,11,3,4,2,5,,,1,6,4,9
malfurion,2.55.9.93613,523,1053,34,77,,,41,94,52,94,54,107,32,70,,,,,50,97,62,114,57,116,44,97,,,57,99,40,88
malfurion,2.55.9.93640,3140,6138,268,521,,,385,684,237,469,280,572,258,540,,,,,317,589,229,465,317,571,284,570,,,312,602,253,555
malfurion,2.55.10.93810,4924,9896,436,804,,,610,1155,373,798,458,915,408,832,,,,,410,848,396,796,501,984,452,918,,,509,1014,371,832
malfurion,2.55.10.94189,1241,2359,110,208,,,154,272,85,167,108,201,114,216,,,,,85,180,99,191,132,241,119,242,,,130,239,105,202
malfurion,2.55.10.94387,1356,2711,130,235,,,141,299,117,197,132,267,103,233,,,,,105,206,109,234,130,276,133,255,,,149,290,107,219
malfurion,2.55.10.94470,4285,8373,352,692,,,492,877,334,690,424,802,356,719,,,,,393,751,367,708,448,851,362,738,,,401,857,356,688
malfurion,2.55.12.94714,559,1072,55,96,,,62,133,54,89,39,90,43,74,,,,,53,97,38,85,61,111,61,103,,,55,109,38,85
malfurion,2.55.12.94786,4595,9110,422,812,,,553,1050,350,718,409,817,366,739,,,,,424,831,340,706,455,929,392,830,,,483,915,401,763
malfurion,2.55.13.95213,333,659,34,58,,,31,68,24,57,26,57,26,39,,,,,32,65,37,60,37,62,33,69,,,26,67,27,57
malfurion,2.55.13.95301,1086,2172,85,178,,,134,267,96,194,93,199,84,182,,,,,89,187,85,179,116,235,111,194,,,91,189,102,168
malganis,2.53.0.83004,415,812,45,76,,,35,68,31,63,33,59,49,84,31,69,,,37,69,31,60,23,53,43,79,,,25,57,32,75
malganis,2.53.0.83077,5,13,,,,,1,1,1,1,,,0,1,,,,,0,2,0,1,2,3,0,1,,,1,3,,
malganis,2.53.0.83086,3028,6099,231,478,,,262,494,250,508,211,446,263,533,290,581,,,247,512,248,489,232,458,266,535,,,258,538,270,527
malganis,2.53.1.83632,147,275,13,22,,,18,26,16,26,10,19,8,19,10,22,,,15,25,9,21,10,19,11,20,,,13,24,14,32
malganis,2.53.1.83716,2608,5332,202,417,,,219,433,195,425,187,406,220,459,263,490,,,216,466,214,449,221,425,185,394,,,251,497,235,471
malganis,2.53.2.84200,363,731,34,63,,,25,49,28,58,33,64,22,47,40,67,,,33,62,30,68,29,67,31,69,,,37,72,21,45
malganis,2.53.3.84249,9578,18215,763,1425,,,789,1492,800,1530,699,1384,807,1522,923,1691,,,861,1637,807,1496,709,1368,755,1458,,,852,1681,813,1531
malganis,2.54.0.85027,3266,6223,270,505,,,312,539,247,502,231,450,284,527,332,601,,,287,553,286,515,238,501,261,506,246,480,,,272,544
malganis,2.54.1.85267,669,1274,65,122,,,59,100,59,102,54,101,55,105,71,127,,,56,119,48,98,40,91,47,96,52,101,,,63,112
malganis,2.54.1.85311,3188,6028,258,501,,,263,493,265,491,236,469,279,509,315,570,,,265,516,272,520,237,456,276,505,220,441,,,302,557
malganis,2.54.2.85551,155,316,11,28,,,21,26,10,21,6,13,13,31,17,27,,,12,25,11,24,10,26,11,32,13,31,,,20,32
malganis,2.54.2.85576,2708,5270,234,442,,,247,462,234,445,171,368,247,484,271,503,,,211,437,260,465,216,417,217,433,179,382,,,221,432
malganis,2.54.2.85894,4267,8090,380,726,,,370,671,369,692,303,592,369,698,416,762,,,371,704,347,665,331,660,340,627,297,587,,,374,706
malganis,2.54.3.86223,6498,12436,582,1082,,,563,1056,539,980,509,1001,578,1160,674,1244,,,565,1096,478,907,487,948,497,969,428,866,,,598,1127
malganis,2.55.0.86938,5309,10396,433,857,,,483,908,445,793,363,760,449,903,567,1032,,,496,950,445,897,391,876,450,867,354,736,,,433,817
malganis,2.55.1.87306,4469,9000,409,774,,,385,785,404,756,320,649,370,789,453,861,,,404,816,368,744,369,749,352,747,294,616,,,341,714
malganis,2.55.2.87774,2238,4384,197,362,,,178,377,195,374,161,315,189,379,252,445,,,204,404,182,372,191,367,168,330,139,285,,,182,374
malganis,2.55.2.87990,1059,1974,89,167,,,85,153,81,161,84,158,98,177,124,220,,,87,167,102,170,70,137,83,178,54,116,,,102,170
malganis,2.55.2.88122,4283,8518,398,762,,,394,762,335,681,302,590,347,687,441,853,,,389,789,382,730,362,713,321,665,277,601,,,335,685
malganis,2.55.3.88481,4820,9480,409,794,,,490,916,389,764,331,691,421,837,478,941,,,430,846,408,803,397,781,356,708,314,637,,,397,762
malganis,2.55.3.88936,4241,8311,403,746,,,429,752,357,680,298,642,372,740,398,788,,,342,710,338,648,329,697,346,673,283,559,,,346,676
malganis,2.55.3.89566,1265,2541,127,223,,,109,233,96,222,95,193,106,212,134,254,,,108,237,98,200,118,213,101,189,79,172,,,94,193
malganis,2.55.3.89754,7223,14581,712,1375,,,710,1392,635,1252,550,1179,657,1338,,,,,695,1422,626,1272,639,1292,617,1219,,,779,1560,603,1280
malganis,2.55.3.90670,2124,4295,196,388,,,204,391,201,375,164,352,181,365,,,,,228,444,186,388,178,383,185,389,,,209,448,192,372
malganis,2.55.3.91020,72,153,8,16,,,6,18,3,8,7,13,4,8,,,,,11,18,4,13,5,18,9,14,,,10,15,5,12
malganis,2.55.3.91081,140,273,23,36,,,18,27,11,21,9,17,9,20,,,,,12,25,9,19,10,28,13,24,,,14,26,12,30
malganis,2.55.3.91093,2388,4795,235,445,,,257,486,205,404,194,419,217,464,,,,,218,449,208,415,179,391,199,405,,,245,488,231,429
malganis,2.55.4.91368,240,489,18,39,,,22,40,21,36,29,52,19,40,,,,,15,56,26,45,23,50,17,34,,,26,47,24,50
malganis,2.55.4.91418,3533,7008,352,663,,,356,667,308,605,295,588,291,600,,,,,362,701,298,605,293,614,323,636,,,346,709,309,620
malganis,2.55.4.91769,4790,9653,481,932,,,456,892,432,885,404,839,468,908,,,,,441,886,448,872,415,847,378,795,,,460,928,407,869
malganis,2.55.5.92264,3179,6390,310,573,,,311,628,299,578,268,538,296,586,,,,,295,603,270,549,261,569,279,546,,,288,616,302,604
malganis,2.55.6.92665,2284,4645,239,462,,,244,466,206,391,179,358,213,442,,,,,214,431,184,402,218,463,200,415,,,203,433,184,382
malganis,2.55.7.93009,238,516,32,51,,,20,42,29,57,19,42,21,41,,,,,15,45,19,51,18,41,27,52,,,19,44,19,50
malganis,2.55.7.93054,879,1823,84,159,,,96,206,85,186,74,150,71,154,,,,,85,175,80,149,68,156,71,149,,,95,198,70,141
malganis,2.55.7.93151,881,1780,87,158,,,76,166,78,142,67,157,98,183,,,,,71,157,77,179,77,146,83,174,,,83,157,84,161
malganis,2.55.8.93357,103,204,9,16,,,13,25,11,16,9,20,4,14,,,,,11,25,8,17,9,18,9,22,,,6,10,14,21
malganis,2.55.8.93382,1547,3138,149,306,,,171,355,135,261,149,287,136,271,,,,,135,298,139,285,144,291,141,261,,,138,283,110,240
malganis,2.55.9.93565,11,27,1,2,,,1,2,,,1,1,1,3,,,,,2,5,,,0,4,2,4,,,1,2,2,4
malganis,2.55.9.93613,249,488,22,43,,,21,42,22,49,14,34,28,50,,,,,23,48,26,45,25,44,15,35,,,26,47,27,51
malganis,2.55.9.93640,1548,3040,136,263,,,156,302,141,278,120,252,125,256,,,,,159,293,149,287,131,275,111,233,,,157,298,163,303
malganis,2.55.10.93810,2451,4833,246,455,,,240,458,194,399,192,386,219,413,,,,,236,499,215,436,242,455,215,426,,,231,478,221,428
malganis,2.55.10.94189,560,1095,67,105,,,51,101,41,79,43,84,50,108,,,,,61,125,52,93,44,103,50,94,,,56,112,45,91
malganis,2.55.10.94387,653,1323,60,116,,,87,151,65,114,40,97,60,121,,,,,67,123,55,128,57,118,64,131,,,51,120,47,104
malganis,2.55.10.94470,1789,3688,161,362,,,189,397,162,325,155,296,171,340,,,,,170,340,162,318,120,309,165,332,,,180,370,154,299
malganis,2.55.12.94714,258,500,18,36,,,26,55,22,45,18,32,25,50,,,,,32,66,14,30,20,41,24,45,,,26,45,33,55
malganis,2.55.12.94786,1797,3713,175,341,,,222,418,155,321,160,318,146,330,,,,,171,341,176,342,151,350,129,293,,,160,342,152,317
malganis,2.55.13.95213,143,278,15,27,,,11,27,17,33,8,15,19,31,,,,,12,25,18,32,9,18,13,23,,,9,21,12,26
malganis,2.55.13.95301,403,856,38,82,,,48,84,38,73,34,81,29,70,,,,,41,85,34,78,37,73,31,74,,,38,82,35,74
malthael,2.53.0.83004,605,1132,54,79,,,48,100,50,88,62,100,48,102,33,64,,,59,121,51,97,36,85,72,129,,,46,85,46,82
malthael,2.53.0.83077,13,17,1,1,,,0,1,,,,,1,2,,,,,2,2,3,3,1,2,5,5,,,0,1,,
malthael,2.53.0.83086,4624,9064,363,693,,,400,810,350,661,416,820,418,807,314,648,,,430,855,384,714,339,678,491,955,,,347,697,372,726
malthael,2.53.1.83632,213,419,14,28,,,18,33,24,39,23,33,25,42,11,38,,,21,36,26,47,11,34,18,39,,,14,28,8,22
malthael,2.53.1.83716,4798,9417,376,680,,,425,868,413,769,450,861,401,819,293,629,,,448,893,364,717,345,710,534,1045,,,356,691,393,735
malthael,2.53.2.84200,202,439,14,34,,,7,26,16,36,14,38,24,41,19,37,,,21,39,22,43,21,36,18,44,,,10,27,16,38
malthael,2.53.3.84249,7891,16057,542,1125,,,671,1449,608,1219,683,1380,728,1451,557,1113,,,705,1484,669,1335,624,1248,904,1791,,,545,1157,655,1305
malthael,2.54.0.85027,3568,6955,307,588,,,293,575,268,535,281,562,299,620,243,484,,,345,657,299,582,271,539,388,726,265,524,,,309,563
malthael,2.54.1.85267,703,1376,71,134,,,66,132,62,107,59,119,57,117,57,103,,,52,103,51,109,54,103,76,150,50,101,,,48,98
malthael,2.54.1.85311,2976,5806,234,447,,,262,536,221,447,288,530,258,490,186,364,,,267,550,246,474,225,457,319,611,202,420,,,268,480
malthael,2.54.2.85551,160,320,19,21,,,16,32,5,17,14,34,9,22,14,20,,,18,33,9,19,20,34,17,38,8,24,,,11,26
malthael,2.54.2.85576,2352,4793,176,353,,,204,421,176,349,217,436,206,427,162,326,,,244,465,177,361,169,361,258,523,167,366,,,196,405
malthael,2.54.2.85894,2850,5786,256,514,,,249,496,229,464,268,507,207,483,196,397,,,271,533,235,449,208,455,317,638,199,418,,,215,432
malthael,2.54.3.86223,5133,10223,370,788,,,454,902,394,741,515,1033,469,938,336,708,,,466,944,386,737,374,740,579,1116,368,742,,,422,834
malthael,2.55.0.86938,4403,8698,329,633,,,343,726,344,675,384,800,392,786,284,592,,,415,788,381,717,342,674,515,975,316,646,,,358,686
malthael,2.55.1.87306,5804,11541,448,907,,,482,985,489,905,525,1009,533,1070,433,836,,,558,1060,462,934,403,864,595,1202,418,848,,,458,921
malthael,2.55.2.87774,2356,4595,167,342,,,228,419,202,377,243,431,221,446,146,304,,,217,413,207,388,177,345,247,492,145,300,,,156,338
malthael,2.55.2.87990,1138,2233,75,162,,,93,188,84,182,98,202,107,210,70,137,,,89,179,124,214,76,148,150,267,85,168,,,87,176
malthael,2.55.2.88122,4698,9059,318,671,,,457,850,370,732,505,912,404,759,305,571,,,431,864,395,744,320,648,490,971,334,689,,,369,648
malthael,2.55.3.88481,6204,11980,489,967,,,560,1068,503,950,590,1098,580,1105,412,764,,,505,1058,494,957,435,884,738,1390,425,841,,,473,898
malthael,2.55.3.88936,5875,11453,463,833,,,501,1022,451,876,537,1084,543,1013,369,727,,,543,1053,505,982,448,875,671,1251,364,802,,,480,935
malthael,2.55.3.89566,1804,3605,142,259,,,151,298,125,269,158,340,184,340,115,232,,,182,363,162,303,136,272,199,408,105,240,,,145,281
malthael,2.55.3.89754,9894,19422,843,1618,,,878,1728,830,1606,964,1908,962,1879,,,,,1019,1995,872,1654,799,1626,1139,2275,,,672,1362,916,1771
malthael,2.55.3.90670,3364,6588,276,528,,,335,656,274,540,331,627,330,657,,,,,335,661,318,564,297,580,341,688,,,234,503,293,584
malthael,2.55.3.91020,113,219,14,22,,,14,26,9,15,12,22,11,21,,,,,10,20,12,19,8,20,8,18,,,8,13,7,23
malthael,2.55.3.91081,183,362,12,21,,,15,35,11,25,23,40,15,32,,,,,19,35,20,34,18,33,21,43,,,14,34,15,30
malthael,2.55.3.91093,3170,6242,257,503,,,303,600,243,494,304,622,266,556,,,,,342,662,310,567,307,565,322,648,,,231,476,285,549
malthael,2.55.4.91368,312,647,29,65,,,29,63,28,52,33,64,25,51,,,,,38,73,28,60,30,59,33,68,,,16,37,23,55
malthael,2.55.4.91418,4808,9390,447,860,,,424,844,433,810,442,876,452,891,,,,,498,965,410,788,422,892,506,982,,,372,719,402,763
malthael,2.55.4.91769,6730,13200,581,1137,,,639,1262,539,1033,685,1300,660,1240,,,,,675,1353,593,1138,583,1150,733,1447,,,454,988,588,1152
malthael,2.55.5.92264,4580,8872,416,771,,,430,860,378,719,464,903,404,797,,,,,469,889,395,721,383,757,503,985,,,325,677,413,793
malthael,2.55.6.92665,3116,6119,256,524,,,293,574,270,499,305,587,306,612,,,,,306,617,292,532,255,517,332,667,,,210,435,291,555
malthael,2.55.7.93009,288,623,21,47,,,28,65,21,49,23,53,32,60,,,,,27,64,29,70,20,45,35,76,,,24,45,28,49
malthael,2.55.7.93054,1097,2221,83,185,,,101,173,101,193,116,234,113,247,,,,,115,219,80,173,99,197,115,231,,,72,169,102,200
malthael,2.55.7.93151,1105,2107,96,188,,,98,198,94,183,105,193,117,210,,,,,105,209,101,185,88,177,128,227,,,74,145,99,192
malthael,2.55.8.93357,126,240,13,23,,,12,30,6,17,12,26,15,26,,,,,10,21,13,21,12,22,18,24,,,5,9,10,21
malthael,2.55.8.93382,1854,3816,176,331,,,153,326,129,288,175,371,185,363,,,,,182,396,187,381,131,306,206,413,,,117,265,213,376
malthael,2.55.9.93565,19,43,3,5,,,0,2,1,1,2,3,3,3,,,,,1,4,4,10,1,3,2,5,,,2,5,0,2
malthael,2.55.9.93613,266,536,24,41,,,17,40,13,34,29,48,24,51,,,,,33,66,26,54,25,46,35,62,,,24,51,16,43
malthael,2.55.9.93640,1701,3400,142,278,,,152,318,141,298,150,309,145,290,,,,,168,327,159,307,139,280,194,395,,,131,280,180,318
malthael,2.55.10.93810,2849,5667,226,464,,,274,531,237,453,287,562,279,515,,,,,284,573,254,483,208,466,344,665,,,196,415,260,540
malthael,2.55.10.94189,1148,2210,78,165,,,81,159,99,186,109,214,137,257,,,,,109,218,123,214,100,193,111,218,,,94,178,107,208
malthael,2.55.10.94387,1047,2051,77,147,,,81,162,66,143,90,184,99,207,,,,,114,227,111,195,126,219,116,227,,,87,161,80,179
malthael,2.55.10.94470,2761,5514,200,416,,,226,466,264,484,263,529,276,557,,,,,279,554,262,490,244,477,290,573,,,201,450,256,518
malthael,2.55.12.94714,358,703,29,51,,,35,65,30,58,28,59,37,68,,,,,37,84,24,51,26,58,33,67,,,26,56,53,86
malthael,2.55.12.94786,2795,5423,221,415,,,191,399,247,463,258,531,277,528,,,,,325,576,259,527,227,456,290,579,,,236,424,264,525
malthael,2.55.13.95213,215,417,14,29,,,17,33,16,28,17,35,18,43,,,,,22,46,29,51,23,40,25,46,,,12,26,22,40
malthael,2.55.13.95301,716,1374,58,87,,,48,92,67,139,62,128,76,149,,,,,82,165,66,128,51,92,77,158,,,43,95,86,141
medivh,2.53.0.83004,277,608,18,33,,,19,40,21,46,24,46,27,57,25,53,,,28,58,22,48,17,48,26,72,,,23,53,27,54
medivh,2.53.0.83077,3,6,,,,,,,,,,,1,1,,,,,1,2,0,1,,,0,1,,,1,1,,
medivh,2.53.0.83086,2225,4862,124,276,,,121,259,187,420,182,402,176,380,219,466,,,209,483,160,359,209,429,262,538,,,207,457,169,393
medivh,2.53.1.83632,122,240,10,17,,,7,14,6,16,10,18,12,19,17,26,,,9,18,11,18,10,21,8,23,,,15,32,7,18
medivh,2.53.1.83716,1988,4427,110,258,,,105,241,193,403,157,366,180,394,154,371,,,162,383,149,309,196,417,217,453,,,185,443,180,389
medivh,2.53.2.84200,85,185,5,9,,,5,11,6,16,11,19,10,20,11,14,,,5,12,4,9,8,19,8,14,,,9,29,3,13
medivh,2.53.3.84249,3910,8923,217,490,,,233,533,375,781,363,757,288,707,356,846,,,377,851,278,664,340,754,363,863,,,390,911,330,766
medivh,2.54.0.85027,1638,3678,91,210,,,102,228,145,318,142,326,125,300,155,333,,,170,358,131,285,135,314,169,394,125,279,,,148,333
medivh,2.54.1.85267,280,702,18,40,,,12,42,29,63,27,70,23,60,23,66,,,24,66,23,53,21,60,31,79,23,47,,,26,56
medivh,2.54.1.85311,1315,2995,74,161,,,74,188,118,278,119,247,111,248,122,298,,,100,240,111,257,131,274,150,328,96,218,,,109,258
medivh,2.54.2.85551,63,153,2,8,,,4,8,8,14,3,10,4,13,5,16,,,8,16,6,16,5,13,8,19,4,8,,,6,12
medivh,2.54.2.85576,1142,2621,62,145,,,65,152,109,240,95,223,103,219,104,257,,,104,240,95,236,102,241,103,222,96,217,,,104,229
medivh,2.54.2.85894,1452,3397,79,183,,,78,193,151,325,122,286,129,287,132,315,,,133,324,119,258,137,327,145,333,84,239,,,143,327
medivh,2.54.3.86223,2872,6751,178,425,,,168,386,258,588,261,593,246,587,282,690,,,259,581,183,473,242,573,301,722,206,479,,,288,654
medivh,2.55.0.86938,2346,5411,108,286,,,156,345,276,531,199,453,190,452,204,491,,,185,461,171,432,200,469,266,617,178,407,,,213,467
medivh,2.55.1.87306,1921,4399,100,253,,,103,266,193,423,149,351,147,352,201,457,,,162,412,152,340,173,391,221,465,133,283,,,187,406
medivh,2.55.2.87774,1104,2498,59,145,,,69,154,97,204,102,215,82,214,114,250,,,105,220,67,184,93,223,119,269,91,190,,,106,230
medivh,2.55.2.87990,492,1130,27,67,,,26,57,62,112,41,99,45,99,53,115,,,46,98,40,103,33,88,46,122,26,63,,,47,107
medivh,2.55.2.88122,1997,4541,111,262,,,121,261,209,432,176,394,151,367,197,470,,,185,440,164,378,163,388,248,498,115,281,,,157,370
medivh,2.55.3.88481,2815,6188,173,385,,,169,383,273,564,223,510,235,497,311,638,,,242,543,194,476,251,538,301,634,197,447,,,246,573
medivh,2.55.3.88936,2540,5721,136,324,,,160,365,252,556,229,517,227,492,270,597,,,219,502,197,463,209,475,254,547,182,401,,,205,482
medivh,2.55.3.89566,811,1873,49,110,,,46,113,62,145,72,159,67,170,93,188,,,69,171,67,153,83,190,74,194,56,115,,,73,165
medivh,2.55.3.89754,4322,9796,271,622,,,326,717,425,942,403,858,401,892,,,,,411,956,368,833,431,972,460,1047,,,442,1034,384,923
medivh,2.55.3.90670,1386,3165,92,208,,,80,203,136,294,116,301,131,289,,,,,151,317,112,279,161,313,136,320,,,147,356,124,285
medivh,2.55.3.91020,41,95,5,10,,,4,5,6,12,0,4,2,3,,,,,3,8,2,14,6,8,7,14,,,3,9,3,8
medivh,2.55.3.91081,104,237,5,13,,,6,13,10,22,10,25,9,21,,,,,9,27,6,21,15,23,16,22,,,6,29,12,21
medivh,2.55.3.91093,1541,3353,86,195,,,97,223,155,338,146,310,151,319,,,,,152,335,136,307,129,307,195,379,,,158,340,136,300
medivh,2.55.4.91368,171,388,11,24,,,9,27,15,39,20,42,14,36,,,,,14,34,16,28,14,39,24,43,,,15,39,19,37
medivh,2.55.4.91418,2158,4805,149,313,,,162,360,216,440,196,429,174,388,,,,,190,442,186,427,243,500,226,533,,,222,521,194,452
medivh,2.55.4.91769,2835,6453,172,409,,,207,451,279,586,266,624,245,550,,,,,275,615,245,569,259,634,327,709,,,302,714,258,592
medivh,2.55.5.92264,1907,4144,121,271,,,119,271,172,392,202,415,164,354,,,,,185,429,157,346,163,382,228,451,,,221,445,175,388
medivh,2.55.6.92665,1378,3090,96,209,,,119,239,127,284,114,267,114,255,,,,,114,268,120,269,141,325,169,359,,,161,343,103,272
medivh,2.55.7.93009,192,399,8,21,,,10,27,18,35,21,29,17,34,,,,,19,41,12,34,15,33,30,48,,,22,57,20,40
medivh,2.55.7.93054,563,1241,24,82,,,34,77,64,133,52,106,51,116,,,,,47,113,41,101,60,126,69,136,,,68,138,53,113
medivh,2.55.7.93151,631,1398,30,74,,,32,79,77,139,69,141,58,141,,,,,48,120,70,134,67,138,65,134,,,61,163,54,135
medivh,2.55.8.93357,107,210,5,16,,,10,15,6,16,13,21,10,15,,,,,8,18,9,20,13,25,9,14,,,14,30,10,20
medivh,2.55.8.93382,1263,2762,65,161,,,80,162,109,236,143,276,115,253,,,,,114,280,114,269,123,284,134,281,,,134,289,132,271
medivh,2.55.9.93565,15,27,2,2,,,1,1,0,1,0,2,2,2,,,,,1,3,1,2,3,5,2,3,,,2,2,1,4
medivh,2.55.9.93613,187,408,7,34,,,13,27,17,38,25,42,16,37,,,,,12,32,21,34,12,27,24,49,,,25,49,15,39
medivh,2.55.9.93640,1328,2769,78,161,,,77,154,120,243,129,281,122,240,,,,,121,261,113,233,132,289,172,342,,,142,302,122,263
medivh,2.55.10.93810,1817,3824,100,225,,,121,254,186,372,183,364,155,320,,,,,157,360,133,309,173,365,215,428,,,218,469,176,358
medivh,2.55.10.94189,426,913,20,57,,,32,58,42,80,41,100,33,75,,,,,42,83,37,82,33,85,52,113,,,44,92,50,88
medivh,2.55.10.94387,490,1038,33,63,,,34,71,49,98,46,95,50,103,,,,,42,114,34,76,48,102,57,107,,,55,118,42,91
medivh,2.55.10.94470,1449,3148,94,215,,,98,212,138,289,159,313,126,282,,,,,139,311,121,282,145,319,137,284,,,161,358,131,283
medivh,2.55.12.94714,199,449,17,38,,,10,28,16,39,16,39,21,43,,,,,18,38,16,36,20,47,18,47,,,20,44,27,50
medivh,2.55.12.94786,1500,3117,81,175,,,101,206,139,307,146,296,143,307,,,,,132,282,138,282,157,322,159,326,,,164,318,140,296
medivh,2.55.13.95213,114,244,6,15,,,6,11,17,35,13,19,8,11,,,,,11,26,6,21,10,24,16,26,,,13,38,8,18
medivh,2.55.13.95301,385,812,28,56,,,22,47,31,65,48,89,31,64,,,,,39,78,32,70,38,85,41,85,,,48,102,27,71
mei,2.53.0.83004,939,1795,94,167,,,102,177,72,146,54,110,65,135,91,175,,,83,151,71,148,65,130,65,131,,,91,162,86,163
mei,2.53.0.83077,12,25,0,3,,,1,2,0,1,0,1,2,3,4,5,,,1,1,1,1,0,3,1,2,,,0,1,2,2
mei,2.53.0.83086,7452,13698,579,1042,,,729,1333,578,1053,538,1010,614,1120,624,1133,,,627,1188,611,1083,593,1099,562,1078,,,765,1351,632,1208
mei,2.53.1.83632,564,1025,54,87,,,54,99,43,79,40,71,50,94,45,80,,,38,75,39,72,45,84,59,100,,,55,102,42,82
mei,2.53.1.83716,12865,23095,977,1722,,,1214,2133,1072,1902,1001,1807,1070,1881,1144,1992,,,1074,1968,1086,1919,1016,1899,972,1826,,,1148,2055,1091,1991
mei,2.53.2.84200,741,1307,55,92,,,82,138,48,107,62,97,61,107,72,120,,,51,88,54,112,53,91,59,111,,,68,118,76,126
mei,2.53.3.84249,32404,58296,2646,4681,,,3126,5495,2612,4668,2377,4483,2657,4833,2782,4850,,,2721,4959,2598,4653,2562,4651,2486,4640,,,2962,5315,2875,5068
mei,2.54.0.85027,9242,17510,808,1506,,,893,1667,763,1414,652,1273,688,1360,826,1503,,,803,1567,836,1485,761,1515,740,1408,678,1279,,,794,1533
mei,2.54.1.85267,1620,3083,147,266,,,177,315,128,263,125,247,133,256,139,264,,,152,291,128,232,139,251,121,241,106,200,,,125,257
mei,2.54.1.85311,7211,13874,601,1136,,,763,1400,559,1079,510,1029,574,1097,626,1169,,,643,1244,623,1125,596,1193,559,1128,492,997,,,665,1277
mei,2.54.2.85551,386,768,33,64,,,41,86,32,55,28,51,30,63,34,68,,,40,83,39,62,23,55,27,50,26,60,,,33,71
mei,2.54.2.85576,6385,11995,551,1010,,,657,1231,487,950,447,853,480,939,579,1056,,,618,1124,524,973,564,1043,509,989,447,846,,,522,981
mei,2.54.2.85894,7852,15061,659,1232,,,813,1509,625,1238,589,1158,657,1300,684,1269,,,762,1456,631,1199,639,1194,631,1233,528,993,,,634,1280
mei,2.54.3.86223,11674,22341,1051,1924,,,1170,2254,813,1595,954,1832,959,1853,1047,2044,,,1106,2125,873,1658,894,1713,983,1822,760,1462,,,1064,2059
mei,2.55.0.86938,10989,21275,952,1808,,,1178,2200,892,1682,773,1570,852,1686,921,1790,,,1087,2102,910,1707,938,1855,821,1598,719,1398,,,946,1879
mei,2.55.1.87306,9463,18251,855,1559,,,1036,1916,700,1374,676,1355,777,1530,823,1557,,,902,1779,776,1442,874,1627,690,1384,595,1213,,,759,1515
